"","SubjectNo","Education"
"2771",3,"SomeHigh"
"2772",3,"SomeHigh"
"2773",3,"SomeHigh"
"2774",3,"SomeHigh"
"2775",3,"SomeHigh"
"2776",3,"SomeHigh"
"2777",3,"SomeHigh"
"2778",3,"SomeHigh"
"2779",3,"SomeHigh"
"2780",3,"SomeHigh"
"2781",3,"SomeHigh"
"2782",3,"SomeHigh"
"2783",3,"SomeHigh"
"2784",3,"SomeHigh"
"2785",3,"SomeHigh"
"2786",3,"SomeHigh"
"2787",3,"SomeHigh"
"2788",3,"SomeHigh"
"2789",3,"SomeHigh"
"2790",3,"SomeHigh"
"2791",3,"SomeHigh"
"2792",3,"SomeHigh"
"2793",3,"SomeHigh"
"2794",3,"SomeHigh"
"2795",3,"SomeHigh"
"2796",3,"SomeHigh"
"2797",3,"SomeHigh"
"2798",3,"SomeHigh"
"2799",3,"SomeHigh"
"2800",3,"SomeHigh"
"2801",3,"SomeHigh"
"2802",3,"SomeHigh"
"2803",3,"SomeHigh"
"2804",3,"SomeHigh"
"2805",3,"SomeHigh"
"2806",3,"SomeHigh"
"2807",3,"SomeHigh"
"2808",3,"SomeHigh"
"2809",3,"SomeHigh"
"2810",3,"SomeHigh"
"2811",3,"SomeHigh"
"2812",3,"SomeHigh"
"2813",3,"SomeHigh"
"2814",3,"SomeHigh"
"2815",3,"SomeHigh"
"2816",3,"SomeHigh"
"2817",3,"SomeHigh"
"2818",3,"SomeHigh"
"2819",3,"SomeHigh"
"2820",3,"SomeHigh"
"2821",3,"SomeHigh"
"2822",3,"SomeHigh"
"2823",3,"SomeHigh"
"2824",3,"SomeHigh"
"2825",3,"SomeHigh"
"2826",3,"SomeHigh"
"2827",3,"SomeHigh"
"2828",3,"SomeHigh"
"2829",3,"SomeHigh"
"2830",3,"SomeHigh"
"2831",3,"SomeHigh"
"2832",3,"SomeHigh"
"2833",3,"SomeHigh"
"2834",3,"SomeHigh"
"2835",3,"SomeHigh"
"2836",3,"SomeHigh"
"2837",3,"SomeHigh"
"2838",3,"SomeHigh"
"2839",3,"SomeHigh"
"2840",3,"SomeHigh"
"2841",3,"SomeHigh"
"2842",3,"SomeHigh"
"2843",3,"SomeHigh"
"2844",3,"SomeHigh"
"2845",3,"SomeHigh"
"2846",3,"SomeHigh"
"2847",3,"SomeHigh"
"2848",3,"SomeHigh"
"2849",3,"SomeHigh"
"2850",3,"SomeHigh"
"2851",3,"SomeHigh"
"2852",3,"SomeHigh"
"2853",3,"SomeHigh"
"2854",3,"SomeHigh"
"2855",3,"SomeHigh"
"2856",3,"SomeHigh"
"2857",3,"SomeHigh"
"2858",3,"SomeHigh"
"2859",3,"SomeHigh"
"2860",3,"SomeHigh"
"2861",3,"SomeHigh"
"2862",3,"SomeHigh"
"2863",3,"SomeHigh"
"2864",3,"SomeHigh"
"2865",3,"SomeHigh"
"2866",3,"SomeHigh"
"2867",3,"SomeHigh"
"2868",3,"SomeHigh"
"2869",3,"SomeHigh"
"2870",3,"SomeHigh"
"2871",3,"SomeHigh"
"2872",3,"SomeHigh"
"2873",3,"SomeHigh"
"2874",3,"SomeHigh"
"2875",3,"SomeHigh"
"2876",3,"SomeHigh"
"2877",3,"SomeHigh"
"2878",3,"SomeHigh"
"2879",3,"SomeHigh"
"2880",3,"SomeHigh"
"2881",3,"SomeHigh"
"2882",3,"SomeHigh"
"2883",3,"SomeHigh"
"2884",3,"SomeHigh"
"2885",3,"SomeHigh"
"2886",3,"SomeHigh"
"2887",3,"SomeHigh"
"2888",3,"SomeHigh"
"2889",3,"SomeHigh"
"2890",3,"SomeHigh"
"2891",3,"SomeHigh"
"2892",3,"SomeHigh"
"2893",3,"SomeHigh"
"2894",3,"SomeHigh"
"2895",3,"SomeHigh"
"2896",3,"SomeHigh"
"2897",3,"SomeHigh"
"2898",3,"SomeHigh"
"2899",3,"SomeHigh"
"2900",3,"SomeHigh"
"2901",3,"SomeHigh"
"2902",3,"SomeHigh"
"2903",3,"SomeHigh"
"2904",3,"SomeHigh"
"2905",3,"SomeHigh"
"2906",3,"SomeHigh"
"2907",3,"SomeHigh"
"2908",3,"SomeHigh"
"2909",3,"SomeHigh"
"2910",3,"SomeHigh"
"2911",3,"SomeHigh"
"2912",3,"SomeHigh"
"2913",3,"SomeHigh"
"2914",3,"SomeHigh"
"2915",3,"SomeHigh"
"2916",3,"SomeHigh"
"2917",3,"SomeHigh"
"2918",3,"SomeHigh"
"2919",3,"SomeHigh"
"2920",3,"SomeHigh"
"2921",3,"SomeHigh"
"2922",3,"SomeHigh"
"2923",3,"SomeHigh"
"2924",3,"SomeHigh"
"2925",3,"SomeHigh"
"2926",3,"SomeHigh"
"2927",3,"SomeHigh"
"2928",3,"SomeHigh"
"2929",3,"SomeHigh"
"2930",3,"SomeHigh"
"2931",3,"SomeHigh"
"2932",3,"SomeHigh"
"2933",3,"SomeHigh"
"2934",3,"SomeHigh"
"2935",3,"SomeHigh"
"2936",3,"SomeHigh"
"2937",3,"SomeHigh"
"2938",3,"SomeHigh"
"2939",3,"SomeHigh"
"2940",3,"SomeHigh"
"2941",3,"SomeHigh"
"2942",3,"SomeHigh"
"2943",3,"SomeHigh"
"2944",3,"SomeHigh"
"2945",3,"SomeHigh"
"2946",3,"SomeHigh"
"2947",3,"SomeHigh"
"2948",3,"SomeHigh"
"2949",3,"SomeHigh"
"2950",3,"SomeHigh"
"2951",3,"SomeHigh"
"2952",3,"SomeHigh"
"2953",3,"SomeHigh"
"2954",3,"SomeHigh"
"2955",3,"SomeHigh"
"2956",3,"SomeHigh"
"2957",3,"SomeHigh"
"2958",3,"SomeHigh"
"2959",3,"SomeHigh"
"2960",3,"SomeHigh"
"2961",3,"SomeHigh"
"2962",3,"SomeHigh"
"2963",3,"SomeHigh"
"2964",3,"SomeHigh"
"2965",3,"SomeHigh"
"2966",3,"SomeHigh"
"2967",3,"SomeHigh"
"2968",3,"SomeHigh"
"2969",3,"SomeHigh"
"2970",3,"SomeHigh"
"2971",3,"SomeHigh"
"2972",3,"SomeHigh"
"2973",3,"SomeHigh"
"2974",3,"SomeHigh"
"2975",3,"SomeHigh"
"2976",3,"SomeHigh"
"2977",3,"SomeHigh"
"2978",3,"SomeHigh"
"2979",3,"SomeHigh"
"2980",3,"SomeHigh"
"2981",3,"SomeHigh"
"2982",3,"SomeHigh"
"2983",3,"SomeHigh"
"2984",3,"SomeHigh"
"2985",3,"SomeHigh"
"2986",3,"SomeHigh"
"2987",3,"SomeHigh"
"2988",3,"SomeHigh"
"2989",3,"SomeHigh"
"2990",3,"SomeHigh"
"2991",3,"SomeHigh"
"2992",3,"SomeHigh"
"2993",3,"SomeHigh"
"2994",3,"SomeHigh"
"2995",3,"SomeHigh"
"2996",3,"SomeHigh"
"2997",3,"SomeHigh"
"2998",3,"SomeHigh"
"2999",3,"SomeHigh"
"3000",3,"SomeHigh"
"3001",4,"HighSchool"
"3002",4,"HighSchool"
"3003",4,"HighSchool"
"3004",4,"HighSchool"
"3005",4,"HighSchool"
"3006",4,"HighSchool"
"3007",4,"HighSchool"
"3008",4,"HighSchool"
"3009",4,"HighSchool"
"3010",4,"HighSchool"
"3011",4,"HighSchool"
"3012",4,"HighSchool"
"3013",4,"HighSchool"
"3014",4,"HighSchool"
"3015",4,"HighSchool"
"3016",4,"HighSchool"
"3017",4,"HighSchool"
"3018",4,"HighSchool"
"3019",4,"HighSchool"
"3020",4,"HighSchool"
"3021",4,"HighSchool"
"3022",4,"HighSchool"
"3023",4,"HighSchool"
"3024",4,"HighSchool"
"3025",4,"HighSchool"
"3026",4,"HighSchool"
"3027",4,"HighSchool"
"3028",4,"HighSchool"
"3029",4,"HighSchool"
"3030",4,"HighSchool"
"3031",4,"HighSchool"
"3032",4,"HighSchool"
"3033",4,"HighSchool"
"3034",4,"HighSchool"
"3035",4,"HighSchool"
"3036",4,"HighSchool"
"3037",4,"HighSchool"
"3038",4,"HighSchool"
"3039",4,"HighSchool"
"3040",4,"HighSchool"
"3041",4,"HighSchool"
"3042",4,"HighSchool"
"3043",4,"HighSchool"
"3044",4,"HighSchool"
"3045",4,"HighSchool"
"3046",4,"HighSchool"
"3047",4,"HighSchool"
"3048",4,"HighSchool"
"3049",4,"HighSchool"
"3050",4,"HighSchool"
"3051",4,"HighSchool"
"3052",4,"HighSchool"
"3053",4,"HighSchool"
"3054",4,"HighSchool"
"3055",4,"HighSchool"
"3056",4,"HighSchool"
"3057",4,"HighSchool"
"3058",4,"HighSchool"
"3059",4,"HighSchool"
"3060",4,"HighSchool"
"3061",4,"HighSchool"
"3062",4,"HighSchool"
"3063",4,"HighSchool"
"3064",4,"HighSchool"
"3065",4,"HighSchool"
"3066",4,"HighSchool"
"3067",4,"HighSchool"
"3068",4,"HighSchool"
"3069",4,"HighSchool"
"3070",4,"HighSchool"
"3071",4,"HighSchool"
"3072",4,"HighSchool"
"3073",4,"HighSchool"
"3074",4,"HighSchool"
"3075",4,"HighSchool"
"3076",4,"HighSchool"
"3077",4,"HighSchool"
"3078",4,"HighSchool"
"3079",4,"HighSchool"
"3080",4,"HighSchool"
"3081",4,"HighSchool"
"3082",4,"HighSchool"
"3083",4,"HighSchool"
"3084",4,"HighSchool"
"3085",4,"HighSchool"
"3086",4,"HighSchool"
"3087",4,"HighSchool"
"3088",4,"HighSchool"
"3089",4,"HighSchool"
"3090",4,"HighSchool"
"3091",4,"HighSchool"
"3092",4,"HighSchool"
"3093",4,"HighSchool"
"3094",4,"HighSchool"
"3095",4,"HighSchool"
"3096",4,"HighSchool"
"3097",4,"HighSchool"
"3098",4,"HighSchool"
"3099",4,"HighSchool"
"3100",4,"HighSchool"
"3101",4,"HighSchool"
"3102",4,"HighSchool"
"3103",4,"HighSchool"
"3104",4,"HighSchool"
"3105",4,"HighSchool"
"3106",4,"HighSchool"
"3107",4,"HighSchool"
"3108",4,"HighSchool"
"3109",4,"HighSchool"
"3110",4,"HighSchool"
"3111",4,"HighSchool"
"3112",4,"HighSchool"
"3113",4,"HighSchool"
"3114",4,"HighSchool"
"3115",4,"HighSchool"
"3116",4,"HighSchool"
"3117",4,"HighSchool"
"3118",4,"HighSchool"
"3119",4,"HighSchool"
"3120",4,"HighSchool"
"3121",4,"HighSchool"
"3122",4,"HighSchool"
"3123",4,"HighSchool"
"3124",4,"HighSchool"
"3125",4,"HighSchool"
"3126",4,"HighSchool"
"3127",4,"HighSchool"
"3128",4,"HighSchool"
"3129",4,"HighSchool"
"3130",4,"HighSchool"
"3131",4,"HighSchool"
"3132",4,"HighSchool"
"3133",4,"HighSchool"
"3134",4,"HighSchool"
"3135",4,"HighSchool"
"3136",4,"HighSchool"
"3137",4,"HighSchool"
"3138",4,"HighSchool"
"3139",4,"HighSchool"
"3140",4,"HighSchool"
"3141",4,"HighSchool"
"3142",4,"HighSchool"
"3143",4,"HighSchool"
"3144",4,"HighSchool"
"3145",4,"HighSchool"
"3146",4,"HighSchool"
"3147",4,"HighSchool"
"3148",4,"HighSchool"
"3149",4,"HighSchool"
"3150",4,"HighSchool"
"3151",4,"HighSchool"
"3152",4,"HighSchool"
"3153",4,"HighSchool"
"3154",4,"HighSchool"
"3155",4,"HighSchool"
"3156",4,"HighSchool"
"3157",4,"HighSchool"
"3158",4,"HighSchool"
"3159",4,"HighSchool"
"3160",4,"HighSchool"
"3161",4,"HighSchool"
"3162",4,"HighSchool"
"3163",4,"HighSchool"
"3164",4,"HighSchool"
"3165",4,"HighSchool"
"3166",4,"HighSchool"
"3167",4,"HighSchool"
"3168",4,"HighSchool"
"3169",4,"HighSchool"
"3170",4,"HighSchool"
"3171",4,"HighSchool"
"3172",4,"HighSchool"
"3173",4,"HighSchool"
"3174",4,"HighSchool"
"3175",4,"HighSchool"
"3176",4,"HighSchool"
"3177",4,"HighSchool"
"3178",4,"HighSchool"
"3179",4,"HighSchool"
"3180",4,"HighSchool"
"3181",4,"HighSchool"
"3182",4,"HighSchool"
"3183",4,"HighSchool"
"3184",4,"HighSchool"
"3185",4,"HighSchool"
"3186",4,"HighSchool"
"3187",4,"HighSchool"
"3188",4,"HighSchool"
"3189",4,"HighSchool"
"3190",4,"HighSchool"
"3191",4,"HighSchool"
"3192",4,"HighSchool"
"3193",4,"HighSchool"
"3194",4,"HighSchool"
"3195",4,"HighSchool"
"3196",4,"HighSchool"
"3197",4,"HighSchool"
"3198",4,"HighSchool"
"3199",4,"HighSchool"
"3200",4,"HighSchool"
"3201",4,"HighSchool"
"3202",4,"HighSchool"
"3203",4,"HighSchool"
"3204",4,"HighSchool"
"3205",4,"HighSchool"
"3206",4,"HighSchool"
"3207",4,"HighSchool"
"3208",4,"HighSchool"
"3209",4,"HighSchool"
"3210",4,"HighSchool"
"3211",4,"HighSchool"
"3212",4,"HighSchool"
"3213",4,"HighSchool"
"3214",4,"HighSchool"
"3215",4,"HighSchool"
"3216",4,"HighSchool"
"3217",4,"HighSchool"
"3218",4,"HighSchool"
"3219",4,"HighSchool"
"3220",4,"HighSchool"
"3221",4,"HighSchool"
"3222",4,"HighSchool"
"3223",4,"HighSchool"
"3224",4,"HighSchool"
"3225",4,"HighSchool"
"3226",4,"HighSchool"
"3227",4,"HighSchool"
"3228",4,"HighSchool"
"3229",4,"HighSchool"
"3230",4,"HighSchool"
"3231",4,"HighSchool"
"3232",4,"HighSchool"
"3233",4,"HighSchool"
"3234",4,"HighSchool"
"3235",4,"HighSchool"
"3236",4,"HighSchool"
"3237",4,"HighSchool"
"3238",4,"HighSchool"
"3239",4,"HighSchool"
"3240",4,"HighSchool"
"3241",4,"HighSchool"
"3242",4,"HighSchool"
"3243",4,"HighSchool"
"3244",4,"HighSchool"
"3245",4,"HighSchool"
"3246",4,"HighSchool"
"3247",4,"HighSchool"
"3248",4,"HighSchool"
"3249",4,"HighSchool"
"3250",4,"HighSchool"
"3251",4,"HighSchool"
"3252",4,"HighSchool"
"3253",4,"HighSchool"
"3254",4,"HighSchool"
"3255",4,"HighSchool"
"3256",4,"HighSchool"
"3257",4,"HighSchool"
"3258",4,"HighSchool"
"3259",4,"HighSchool"
"3260",4,"HighSchool"
"3261",4,"HighSchool"
"3262",4,"HighSchool"
"3263",4,"HighSchool"
"3264",4,"HighSchool"
"3265",4,"HighSchool"
"3266",4,"HighSchool"
"3267",4,"HighSchool"
"3268",4,"HighSchool"
"3269",4,"HighSchool"
"3270",4,"HighSchool"
"3271",4,"HighSchool"
"3272",4,"HighSchool"
"3273",4,"HighSchool"
"3274",4,"HighSchool"
"3275",4,"HighSchool"
"3276",4,"HighSchool"
"3277",4,"HighSchool"
"3278",4,"HighSchool"
"3279",4,"HighSchool"
"3280",4,"HighSchool"
"3281",4,"HighSchool"
"3282",4,"HighSchool"
"3283",4,"HighSchool"
"3284",4,"HighSchool"
"3285",4,"HighSchool"
"3286",4,"HighSchool"
"3287",4,"HighSchool"
"3288",4,"HighSchool"
"3289",4,"HighSchool"
"3290",4,"HighSchool"
"3291",4,"HighSchool"
"3292",4,"HighSchool"
"3293",4,"HighSchool"
"3294",4,"HighSchool"
"3295",4,"HighSchool"
"3296",4,"HighSchool"
"3297",4,"HighSchool"
"3298",4,"HighSchool"
"3299",4,"HighSchool"
"3300",4,"HighSchool"
"3301",4,"HighSchool"
"3302",4,"HighSchool"
"3303",4,"HighSchool"
"3304",4,"HighSchool"
"3305",4,"HighSchool"
"3306",4,"HighSchool"
"3307",4,"HighSchool"
"3308",4,"HighSchool"
"3309",4,"HighSchool"
"3310",4,"HighSchool"
"3311",4,"HighSchool"
"3312",4,"HighSchool"
"3313",4,"HighSchool"
"3314",4,"HighSchool"
"3315",4,"HighSchool"
"3316",4,"HighSchool"
"3317",4,"HighSchool"
"3318",4,"HighSchool"
"3319",4,"HighSchool"
"3320",4,"HighSchool"
"3321",4,"HighSchool"
"3322",4,"HighSchool"
"3323",4,"HighSchool"
"3324",4,"HighSchool"
"3325",4,"HighSchool"
"3326",4,"HighSchool"
"3327",4,"HighSchool"
"3328",4,"HighSchool"
"3329",4,"HighSchool"
"3330",4,"HighSchool"
"3331",4,"HighSchool"
"3332",4,"HighSchool"
"3333",4,"HighSchool"
"3334",4,"HighSchool"
"3335",4,"HighSchool"
"3336",4,"HighSchool"
"3337",4,"HighSchool"
"3338",4,"HighSchool"
"3339",4,"HighSchool"
"3340",4,"HighSchool"
"3341",4,"HighSchool"
"3342",4,"HighSchool"
"3343",4,"HighSchool"
"3344",4,"HighSchool"
"3345",4,"HighSchool"
"3346",4,"HighSchool"
"3347",4,"HighSchool"
"3348",4,"HighSchool"
"3349",4,"HighSchool"
"3350",4,"HighSchool"
"3351",4,"HighSchool"
"3352",4,"HighSchool"
"3353",4,"HighSchool"
"3354",4,"HighSchool"
"3355",4,"HighSchool"
"3356",4,"HighSchool"
"3357",4,"HighSchool"
"3358",4,"HighSchool"
"3359",4,"HighSchool"
"3360",4,"HighSchool"
"3361",4,"HighSchool"
"3362",4,"HighSchool"
"3363",4,"HighSchool"
"3364",4,"HighSchool"
"3365",4,"HighSchool"
"3366",4,"HighSchool"
"3367",4,"HighSchool"
"3368",4,"HighSchool"
"3369",4,"HighSchool"
"3370",4,"HighSchool"
"3371",4,"HighSchool"
"3372",4,"HighSchool"
"3373",4,"HighSchool"
"3374",4,"HighSchool"
"3375",4,"HighSchool"
"3376",4,"HighSchool"
"3377",4,"HighSchool"
"3378",4,"HighSchool"
"3379",4,"HighSchool"
"3380",4,"HighSchool"
"3381",4,"HighSchool"
"3382",4,"HighSchool"
"3383",4,"HighSchool"
"3384",4,"HighSchool"
"3385",4,"HighSchool"
"3386",4,"HighSchool"
"3387",4,"HighSchool"
"3388",4,"HighSchool"
"3389",4,"HighSchool"
"3390",4,"HighSchool"
"3391",4,"HighSchool"
"3392",4,"HighSchool"
"3393",4,"HighSchool"
"3394",4,"HighSchool"
"3395",4,"HighSchool"
"3396",4,"HighSchool"
"3397",4,"HighSchool"
"3398",4,"HighSchool"
"3399",4,"HighSchool"
"3400",4,"HighSchool"
"3401",4,"HighSchool"
"3402",4,"HighSchool"
"3403",4,"HighSchool"
"3404",4,"HighSchool"
"3405",4,"HighSchool"
"3406",4,"HighSchool"
"3407",4,"HighSchool"
"3408",4,"HighSchool"
"3409",4,"HighSchool"
"3410",4,"HighSchool"
"3411",4,"HighSchool"
"3412",4,"HighSchool"
"3413",4,"HighSchool"
"3414",4,"HighSchool"
"3415",4,"HighSchool"
"3416",4,"HighSchool"
"3417",4,"HighSchool"
"3418",4,"HighSchool"
"3419",4,"HighSchool"
"3420",4,"HighSchool"
"3421",4,"HighSchool"
"3422",4,"HighSchool"
"3423",4,"HighSchool"
"3424",4,"HighSchool"
"3425",4,"HighSchool"
"3426",4,"HighSchool"
"3427",4,"HighSchool"
"3428",4,"HighSchool"
"3429",4,"HighSchool"
"3430",4,"HighSchool"
"3431",4,"HighSchool"
"3432",4,"HighSchool"
"3433",4,"HighSchool"
"3434",4,"HighSchool"
"3435",4,"HighSchool"
"3436",4,"HighSchool"
"3437",4,"HighSchool"
"3438",4,"HighSchool"
"3439",4,"HighSchool"
"3440",4,"HighSchool"
"3441",4,"HighSchool"
"3442",4,"HighSchool"
"3443",4,"HighSchool"
"3444",4,"HighSchool"
"3445",4,"HighSchool"
"3446",4,"HighSchool"
"3447",4,"HighSchool"
"3448",4,"HighSchool"
"3449",4,"HighSchool"
"3450",4,"HighSchool"
"3451",4,"HighSchool"
"3452",4,"HighSchool"
"3453",4,"HighSchool"
"3454",4,"HighSchool"
"3455",4,"HighSchool"
"3456",4,"HighSchool"
"3457",4,"HighSchool"
"3458",4,"HighSchool"
"3459",4,"HighSchool"
"3460",4,"HighSchool"
"3461",4,"HighSchool"
"3462",4,"HighSchool"
"3463",4,"HighSchool"
"3464",4,"HighSchool"
"3465",4,"HighSchool"
"3466",4,"HighSchool"
"3467",4,"HighSchool"
"3468",4,"HighSchool"
"3469",4,"HighSchool"
"3470",4,"HighSchool"
"3471",4,"HighSchool"
"3472",4,"HighSchool"
"3473",4,"HighSchool"
"3474",4,"HighSchool"
"3475",4,"HighSchool"
"3476",4,"HighSchool"
"3477",4,"HighSchool"
"3478",4,"HighSchool"
"3479",4,"HighSchool"
"3480",4,"HighSchool"
"3481",4,"HighSchool"
"3482",4,"HighSchool"
"3483",4,"HighSchool"
"3484",4,"HighSchool"
"3485",4,"HighSchool"
"3486",4,"HighSchool"
"3487",4,"HighSchool"
"3488",4,"HighSchool"
"3489",4,"HighSchool"
"3490",4,"HighSchool"
"3491",4,"HighSchool"
"3492",4,"HighSchool"
"3493",4,"HighSchool"
"3494",4,"HighSchool"
"3495",4,"HighSchool"
"3496",4,"HighSchool"
"3497",4,"HighSchool"
"3498",4,"HighSchool"
"3499",4,"HighSchool"
"3500",4,"HighSchool"
"3501",4,"HighSchool"
"3502",4,"HighSchool"
"3503",4,"HighSchool"
"3504",4,"HighSchool"
"3505",4,"HighSchool"
"3506",4,"HighSchool"
"3507",4,"HighSchool"
"3508",4,"HighSchool"
"3509",4,"HighSchool"
"3510",4,"HighSchool"
"3511",4,"HighSchool"
"3512",4,"HighSchool"
"3513",4,"HighSchool"
"3514",4,"HighSchool"
"3515",4,"HighSchool"
"3516",4,"HighSchool"
"3517",4,"HighSchool"
"3518",4,"HighSchool"
"3519",4,"HighSchool"
"3520",4,"HighSchool"
"3521",4,"HighSchool"
"3522",4,"HighSchool"
"3523",4,"HighSchool"
"3524",4,"HighSchool"
"3525",4,"HighSchool"
"3526",4,"HighSchool"
"3527",4,"HighSchool"
"3528",4,"HighSchool"
"3529",4,"HighSchool"
"3530",4,"HighSchool"
"3531",4,"HighSchool"
"3532",4,"HighSchool"
"3533",4,"HighSchool"
"3534",4,"HighSchool"
"3535",4,"HighSchool"
"3536",4,"HighSchool"
"3537",4,"HighSchool"
"3538",4,"HighSchool"
"3539",4,"HighSchool"
"3540",4,"HighSchool"
"3541",4,"HighSchool"
"3542",4,"HighSchool"
"3543",4,"HighSchool"
"3544",4,"HighSchool"
"3545",4,"HighSchool"
"3546",4,"HighSchool"
"3547",4,"HighSchool"
"3548",4,"HighSchool"
"3549",4,"HighSchool"
"3550",4,"HighSchool"
"3551",4,"HighSchool"
"3552",4,"HighSchool"
"3553",4,"HighSchool"
"3554",4,"HighSchool"
"3555",4,"HighSchool"
"3556",4,"HighSchool"
"3557",4,"HighSchool"
"3558",4,"HighSchool"
"3559",4,"HighSchool"
"3560",4,"HighSchool"
"3561",4,"HighSchool"
"3562",4,"HighSchool"
"3563",4,"HighSchool"
"3564",4,"HighSchool"
"3565",4,"HighSchool"
"3566",4,"HighSchool"
"3567",4,"HighSchool"
"3568",4,"HighSchool"
"3569",4,"HighSchool"
"3570",4,"HighSchool"
"3571",4,"HighSchool"
"3572",4,"HighSchool"
"3573",4,"HighSchool"
"3574",4,"HighSchool"
"3575",4,"HighSchool"
"3576",4,"HighSchool"
"3577",4,"HighSchool"
"3578",4,"HighSchool"
"3579",4,"HighSchool"
"3580",4,"HighSchool"
"3581",4,"HighSchool"
"3582",4,"HighSchool"
"3583",4,"HighSchool"
"3584",4,"HighSchool"
"3585",4,"HighSchool"
"3586",4,"HighSchool"
"3587",4,"HighSchool"
"3588",4,"HighSchool"
"3589",4,"HighSchool"
"3590",4,"HighSchool"
"3591",4,"HighSchool"
"3592",4,"HighSchool"
"3593",4,"HighSchool"
"3594",4,"HighSchool"
"3595",4,"HighSchool"
"3596",4,"HighSchool"
"3597",4,"HighSchool"
"3598",4,"HighSchool"
"3599",4,"HighSchool"
"3600",4,"HighSchool"
"3601",4,"HighSchool"
"3602",4,"HighSchool"
"3603",4,"HighSchool"
"3604",4,"HighSchool"
"3605",4,"HighSchool"
"3606",4,"HighSchool"
"3607",4,"HighSchool"
"3608",4,"HighSchool"
"3609",4,"HighSchool"
"3610",4,"HighSchool"
"3611",4,"HighSchool"
"3612",4,"HighSchool"
"3613",4,"HighSchool"
"3614",4,"HighSchool"
"3615",4,"HighSchool"
"3616",4,"HighSchool"
"3617",4,"HighSchool"
"3618",4,"HighSchool"
"3619",4,"HighSchool"
"3620",4,"HighSchool"
"3621",4,"HighSchool"
"3622",4,"HighSchool"
"3623",4,"HighSchool"
"3624",4,"HighSchool"
"3625",4,"HighSchool"
"3626",4,"HighSchool"
"3627",4,"HighSchool"
"3628",4,"HighSchool"
"3629",4,"HighSchool"
"3630",4,"HighSchool"
"3631",4,"HighSchool"
"3632",4,"HighSchool"
"3633",4,"HighSchool"
"3634",4,"HighSchool"
"3635",4,"HighSchool"
"3636",4,"HighSchool"
"3637",4,"HighSchool"
"3638",4,"HighSchool"
"3639",4,"HighSchool"
"3640",4,"HighSchool"
"3641",4,"HighSchool"
"3642",4,"HighSchool"
"3643",4,"HighSchool"
"3644",4,"HighSchool"
"3645",4,"HighSchool"
"3646",4,"HighSchool"
"3647",4,"HighSchool"
"3648",4,"HighSchool"
"3649",4,"HighSchool"
"3650",4,"HighSchool"
"3651",4,"HighSchool"
"3652",4,"HighSchool"
"3653",4,"HighSchool"
"3654",4,"HighSchool"
"3655",4,"HighSchool"
"3656",4,"HighSchool"
"3657",4,"HighSchool"
"3658",4,"HighSchool"
"3659",4,"HighSchool"
"3660",4,"HighSchool"
"3661",4,"HighSchool"
"3662",4,"HighSchool"
"3663",4,"HighSchool"
"3664",4,"HighSchool"
"3665",4,"HighSchool"
"3666",4,"HighSchool"
"3667",4,"HighSchool"
"3668",4,"HighSchool"
"3669",4,"HighSchool"
"3670",4,"HighSchool"
"3671",4,"HighSchool"
"3672",4,"HighSchool"
"3673",4,"HighSchool"
"3674",4,"HighSchool"
"3675",4,"HighSchool"
"3676",4,"HighSchool"
"3677",4,"HighSchool"
"3678",4,"HighSchool"
"3679",4,"HighSchool"
"3680",4,"HighSchool"
"3681",4,"HighSchool"
"3682",4,"HighSchool"
"3683",4,"HighSchool"
"3684",4,"HighSchool"
"3685",4,"HighSchool"
"3686",4,"HighSchool"
"3687",4,"HighSchool"
"3688",4,"HighSchool"
"3689",4,"HighSchool"
"3690",4,"HighSchool"
"3691",4,"HighSchool"
"3692",4,"HighSchool"
"3693",4,"HighSchool"
"3694",4,"HighSchool"
"3695",4,"HighSchool"
"3696",4,"HighSchool"
"3697",4,"HighSchool"
"3698",4,"HighSchool"
"3699",4,"HighSchool"
"3700",4,"HighSchool"
"3701",4,"HighSchool"
"3702",4,"HighSchool"
"3703",4,"HighSchool"
"3704",4,"HighSchool"
"3705",4,"HighSchool"
"3706",4,"HighSchool"
"3707",4,"HighSchool"
"3708",4,"HighSchool"
"3709",4,"HighSchool"
"3710",4,"HighSchool"
"3711",4,"HighSchool"
"3712",4,"HighSchool"
"3713",4,"HighSchool"
"3714",4,"HighSchool"
"3715",4,"HighSchool"
"3716",4,"HighSchool"
"3717",4,"HighSchool"
"3718",4,"HighSchool"
"3719",4,"HighSchool"
"3720",4,"HighSchool"
"3721",4,"HighSchool"
"3722",4,"HighSchool"
"3723",4,"HighSchool"
"3724",4,"HighSchool"
"3725",4,"HighSchool"
"3726",4,"HighSchool"
"3727",4,"HighSchool"
"3728",4,"HighSchool"
"3729",4,"HighSchool"
"3730",4,"HighSchool"
"3731",4,"HighSchool"
"3732",4,"HighSchool"
"3733",4,"HighSchool"
"3734",4,"HighSchool"
"3735",4,"HighSchool"
"3736",4,"HighSchool"
"3737",4,"HighSchool"
"3738",4,"HighSchool"
"3739",4,"HighSchool"
"3740",4,"HighSchool"
"3741",4,"HighSchool"
"3742",4,"HighSchool"
"3743",4,"HighSchool"
"3744",4,"HighSchool"
"3745",4,"HighSchool"
"3746",4,"HighSchool"
"3747",4,"HighSchool"
"3748",4,"HighSchool"
"3749",4,"HighSchool"
"3750",4,"HighSchool"
"3751",4,"HighSchool"
"3752",4,"HighSchool"
